 Steps         KinEng         PotEng         TotEng          dE_dN        ElecNum       RxnCoord      MeanForce
     0       0.000000  -11412.982082  -11412.982082        -2.3832         0.0000           2.20      -0.012544
     1       0.136096  -11412.974228  -11412.838132        -2.2685         0.0000           2.20      -0.015825
     2       0.136096  -11412.974228  -11412.838132        -2.4120         0.0000           2.20      -0.012544
     3       0.136096  -11412.974228  -11412.838132        -0.4654         0.0000           2.20      -0.012544
     4       0.146851  -11412.974228  -11412.826076        -2.1675         0.0000           2.20      -0.015825
     5       0.146851  -11412.974228  -11412.826076        -0.8326         0.0000           2.20      -0.012544
     6       0.146851  -11412.973666  -11412.826815        -2.4654        -0.0069           2.20      -0.015907
     7       0.146851  -11412.973666  -11412.826815        -0.9142        -0.0069           2.20      -0.015907
     8       0.144939  -11412.960336  -11412.815397        -2.4767        -0.0069           2.20      -0.013995
     9       0.159291  -11412.974637  -11412.815346        -2.2638        -0.0069           2.20      -0.002804
    10       0.159291  -11412.972136  -11412.812844        -3.1084        -0.0340           2.20      -0.003130
    11       0.159291  -11412.972136  -11412.812844        -2.1010        -0.0340           2.20      -0.003130
    12       0.159291  -11412.972957  -11412.813666        -2.8459        -0.0260           2.20      -0.003034
    13       0.148383  -11412.972957  -11412.814420        -2.7874        -0.0260           2.20      -0.003034
    14       0.148383  -11412.972957  -11412.814420        -2.8603        -0.0260           2.20      -0.012544
    15       0.180742  -11412.972957  -11412.805194        -2.8932        -0.0260           2.20      -0.003034
    16       0.180742  -11412.972112  -11412.791370        -3.1156        -0.0342           2.20      -0.003133
    17       0.163273  -11412.972112  -11412.813137        -3.3022        -0.0342           2.20      -0.003133
    18       0.163273  -11412.972112  -11412.813137        -5.4531        -0.0342           2.20      -0.003133
    19       0.155763  -11412.973029  -11412.817266        -2.9352        -0.0342           2.20      -0.008431
    20       0.154441  -11412.973685  -11412.819244        -3.1150        -0.0342           2.20      -0.012184
    21       0.141215  -11412.973324  -11412.832108        -3.2228        -0.0342           2.20      -0.010790
    22       0.141215  -11412.973324  -11412.832108        -2.4297        -0.0342           2.20      -0.003133
    23       0.161641  -11412.973324  -11412.800447        -3.1379        -0.0342           2.20      -0.010790
    24       0.161641  -11412.973324  -11412.800447        -3.3007        -0.0342           2.20      -0.012544
    25       0.161641  -11412.966347  -11412.804706        -4.9711        -0.0838           2.20      -0.011309
    26       0.161641  -11412.969249  -11412.807608        -4.3169        -0.0657           2.20      -0.011117
    27       0.161641  -11412.970652  -11412.809011        -3.9640        -0.0559           2.20      -0.011014
    28       0.173405  -11412.971192  -11412.797786        -4.1277        -0.0559           2.20      -0.004715
    29       0.173405  -11412.971192  -11412.797786        -1.8639        -0.0559           2.20      -0.011014
    30       0.155398  -11412.971192  -11412.816430        -4.1284        -0.0559           2.20      -0.004715
    31       0.151817  -11412.966447  -11412.814629        -4.4057        -0.0559           2.20      -0.019767
    32       0.151817  -11412.970253  -11412.818436        -3.4052        -0.0275           2.20      -0.019485
    33       0.151817  -11412.970253  -11412.818436        -3.4567        -0.0275           2.20      -0.012544
    34       0.151817  -11412.966152  -11412.814334        -4.4776        -0.0578           2.20      -0.019787
    35       0.151817  -11412.970469  -11412.818651        -3.3446        -0.0256           2.20      -0.019467
    36       0.151817  -11412.970469  -11412.818651        -1.7350        -0.0256           2.20      -0.019467
    37       0.135047  -11412.970469  -11412.830775        -3.1258        -0.0256           2.20      -0.019467
    38       0.135047  -11412.969283  -11412.834236        -3.3214        -0.0256           2.20      -0.016785
    39       0.135047  -11412.969283  -11412.834236        -3.6376        -0.0256           2.20      -0.016785
    40       0.147938  -11412.969283  -11412.798466        -3.1431        -0.0256           2.20      -0.016785
    41       0.145340  -11412.969283  -11412.815771        -3.1724        -0.0256           2.20      -0.016785
    42       0.148538  -11412.969283  -11412.829630        -3.2189        -0.0256           2.20      -0.016785
    43       0.148538  -11412.969283  -11412.829630        -3.5026        -0.0256           2.20      -0.016785
    44       0.148538  -11412.971996  -11412.823458        -2.5045         0.0015           2.20      -0.016531
    45       0.149929  -11412.973042  -11412.823113        -2.6158         0.0015           2.20      -0.016546
    46       0.151973  -11412.971416  -11412.819443        -2.4936         0.0015           2.20      -0.012920
    47       0.151973  -11412.968713  -11412.816740        -3.3136        -0.0256           2.20      -0.013169
    48       0.151973  -11412.968713  -11412.816740        -2.0646        -0.0256           2.20      -0.013169
    49       0.156945  -11412.962951  -11412.806006        -3.3957        -0.0256           2.20      -0.018542
    50       0.156945  -11412.962951  -11412.806006        -3.3110        -0.0256           2.20      -0.016785
